,Class,Comment,FNODE_,IsCentroid,Linestring,TNODE_,cross,endChainag,fix_id,geometry,id,length,length_1,mode,name,networkGrp,osm_id,osmid,penalty,road,roadId,startChain,type,width,FromTo,m1_01,m1_02,m2_01,m2_02,m3_01,m3_02,m4_01,m4_02,m5_01,m6_01,m7_01,m7_02,m7_03,m8_01,m8_02,m8_03,m9_01,m10,avrgLane,truckAadt
175,4,,2189,0,117,23789,1,,145,"LINESTRING (89.69024815825362 23.19442800907236, 89.68755419999999 23.1898954, 89.68306918534486 23.18485629288828, 89.69901652391778 23.16819829526371, 89.74744900211852 23.16082569878225, 89.7222409 23.1221244, 89.6807807058397 23.13594181355333, 89.6861478 23.0934582)",538,29.39212725,,water,Madhumati River,0,288288169,12287,0,,,,river,,218923789,1,1,1,1.39E-15,0,0.996233751,0,0,13,1,0,0,0,0,0,0,0,0,0,0
176,,,2189,0,,4789,1,2.99,,"LINESTRING (89.71038890000001 23.2135556, 89.70322220000001 23.2082778, 89.69838859999999 23.2044444, 89.6977497 23.2016111, 89.69408299999999 23.1949163, 89.69347190000001 23.1948886, 89.69024815825362 23.19442800907236)",51248,18.33500897,,road,,0,,12284,15,N806,999991,2.99,0,,21894789,1,1,1.000770135,0.001102386,0.021329365,0.980669773,0,0.035159141,10,1.000272785,0.000716048,70047.89748,131903.5798,272,0.013535602,120.8888889,0,0,2.25,272
177,,,2189,0,,4849,1,18.427,,"LINESTRING (89.69024815825362 23.19442800907236, 89.6893886 23.1943052, 89.6874997 23.1949997, 89.6833886 23.1953608, 89.677916 23.1957774, 89.6742216 23.1950274, 89.66966600000001 23.1933052, 89.6687493 23.1929997, 89.6629832249 23.19224095, 89.65925 23.1917497, 89.6566389 23.1852774, 89.6539444 23.183583, 89.6531389 23.1831382, 89.6520556 23.1826382, 89.6476941 23.1809993, 89.6450274 23.1809716, 89.6111944 23.1810271, 89.6044722 23.1819438, 89.60177779999999 23.1823604, 89.62530490000002 23.1837497, 89.62516600000001 23.1837497, 89.6210827 23.1842774, 89.61566670000001 23.1845274, 89.61283330000001 23.1843886, 89.6052778 23.1840552, 89.5963052 23.1836386, 89.5864163 23.1831938, 89.57663820000001 23.1826382, 89.57588819999999 23.1826104, 89.57363820000001 23.1822493, 89.56816600000001 23.1819993, 89.56697159999999 23.1818327, 89.56622220000001 23.1814993, 89.56213890000001 23.1807493, 89.5589167 23.1801382, 89.55869440000001 23.1801104, 89.55741670000001 23.1798049, 89.55555560000001 23.1794716, 89.55111109999999 23.1794438, 89.5492497 23.1796104, 89.54777740000002 23.1797771, 89.5383052 23.178416, 89.5344441 23.1766382, 89.53427740000001 23.1766382, 89.53099930000001 23.1759716, 89.5273327 23.1752216, 89.52491600000001 23.1740827, 89.52249930000001 23.1727771, 89.5219438 23.1724716, 89.5138056 23.1692771, 89.5126944 23.1698604, 89.51236109999999 23.1703882, 89.50875000000001 23.1715271, 89.50555559999999 23.1731382, 89.5003889 23.1733327)",2756,35.82399103,,road,,0,,12286,15,N806,2687,18.427,0,,21894849,1.000660492,1.001004016,1.000770135,0.001102386,0.021329365,0.996023433,0,0.034048853,23,1.000272785,0.000716048,70047.89748,131903.5798,748,0.012724051,332.4444444,0,0,2.25,748
178,3,,2413,0,63,593,1,,207,"LINESTRING (90.46105921118671 23.88314853512517, 90.4743417 23.8520566, 90.4732482 23.8494773, 90.47244240000001 23.8473191, 90.47218340000001 23.8446871, 90.47244240000001 23.8423445, 90.47359350000001 23.8405284, 90.4752338 23.8390544, 90.4769891 23.8372908, 90.47712745514376 23.83676329029354)",2143,6.023046932,,water,Balu,0,31159486,12528,0,,,,river,,5932413,1,1,1.000448832,0.000164478,0.092757937,1.001713483,0,0.080680977,140,1.000066138,0.000134169,2058.271555,5826.631583,0,0.057886335,0,0,0.239973824,0,0
179,3,,2413,0,4,3427,1,,207,"LINESTRING (90.47712745514376 23.83676329029354, 90.47758020000001 23.8350371, 90.47994060000001 23.8330269, 90.481487 23.8316123, 90.483766 23.8311656, 90.48588220000001 23.8325057, 90.4866148 23.8304955, 90.4870217 23.827294, 90.48816119999999 23.825507, 90.4869403 23.8236456, 90.47814990000001 23.7899865, 90.48319643492556 23.76204336988117, 90.49480250488368 23.74416989294178, 90.4994080882004 23.72292087106415)",590,16.89057122,,water,Balu,0,31159486,10554,0,,,,river,,24133427,1.000582651,1.001004016,1.000448832,0.000164478,0.092757937,1.001580878,0,0.080680977,140,1.000066138,0.000134169,2058.271555,5826.631583,0,0.057886335,0,0,0,0,0
180,,,2413,0,,20884,1,,,"LINESTRING (90.41980490000002 23.8229438, 90.42182830497904 23.82572792660507, 90.47555511585489 23.83637976517752, 90.47712745514376 23.83676329029354)",51455,51.44268492,,road,,0,,33287,15,N301,999993,,1,,241320884,1,1,1,1.39E-15,0,1.000001048,0,0,136,1,0,0,0,0,0,0,0,0.340935965,2,0
181,,,2413,0,,10172,1,,,"LINESTRING (90.47712745514376 23.83676329029354, 90.47901392342199 23.83722343777595, 90.52374783462334 23.8365906838417, 90.54063859999999 23.8346386)",51459,51.85731508,,road,,0,,20382,15,N301,999993,,1,,241310172,1,1,1,1.39E-15,0,1,0,0,135,1,0,0,0,0,0,0,0,0,2,0
182,,,22673,0,,8527,0,21.91,,"LINESTRING (89.3505954938986 24.85827868065152, 89.3504444 24.8583611, 89.34919410000001 24.8591944, 89.34908299999999 24.85925, 89.34122190000001 24.8613611, 89.332666 24.8611944, 89.3308882 24.8611944, 89.3249438 24.8610833, 89.3214438 24.8610833, 89.3155278 24.8608889, 89.31155559999999 24.8606944, 89.3015833 24.8614444, 89.291833 24.8616389, 89.2868608 24.8618333, 89.28130490000001 24.8617778, 89.27769379999999 24.8618333, 89.27202709999999 24.8616944, 89.26702709999999 24.8613056, 89.2658333 24.8611111, 89.26261109999999 24.8614444, 89.2621944 24.8615278, 89.26088890000001 24.8617222, 89.25661109999999 24.8625, 89.2536944 24.8630833, 89.2525278 24.8633056, 89.2428886 24.8653889, 89.2363052 24.8676104, 89.2334997 24.8677216, 89.2330271 24.8677771, 89.22830490000001 24.8679993, 89.22547159999999 24.8692216, 89.22405490000001 24.8698882, 89.21475 24.8689716, 89.21427779999999 24.8688049, 89.20950000000001 24.867416, 89.20516670000001 24.8677216, 89.20358330000001 24.8680549, 89.20222220000001 24.8683604, 89.1959719 24.8709716, 89.1932497 24.872416, 89.18744409999999 24.8754993, 89.18383299999999 24.8773882, 89.1832771 24.8776938, 89.178916 24.8782771, 89.1734993 24.8763882, 89.17305490000001 24.8758327, 89.17301882105043 24.87579572949949, 89.17080490000001 24.8735271, 89.16672159999999 24.8692771, 89.1636111 24.8676938, 89.155 24.8633611, 89.15025 24.8609167, 89.1462774 24.8588611, 89.13738859999999 24.8549444, 89.1286104 24.8510833, 89.1229438 24.8485274, 89.12272159999999 24.8484441, 89.1198327 24.84713860000001, 89.11283330000001 24.8441108, 89.11080559999999 24.8431663, 89.1027222 24.8406941, 89.10163890000001 24.8403608, 89.09438859999999 24.8384163, 89.09236079999999 24.837833, 89.0876663 24.836583, 89.08305490000001 24.835333, 89.07761040000001 24.8338608, 89.0774716 24.8338052, 89.0744438 24.8330549, 89.07413819999999 24.832916, 89.07180490000002 24.8321104, 89.0661667 24.830166, 89.06425 24.8294993, 89.0578333 24.8272771, 89.05502779999999 24.8263049, 89.05180559999999 24.8251938, 89.0449441 24.8230827, 89.03908299999999 24.8213049, 89.036833 24.8206104, 89.03662344558822 24.82054422352941, 89.03524969999999 24.8201104, 89.02602709999999 24.8178882, 89.02499930000001 24.817666, 89.02480490000001 24.8176382, 89.0163333 24.8159722, 89.01058329999999 24.8150833)",13183,36.73884368,,road,,0,,18687,0,R545,13041,21.91,0,,852722673,1.004121096,1.007070707,1.00555371,0.007158994,0.033730159,1.065767446,0,0.03034789,66,1.006634991,0.014128188,1324902.19,2285659.208,3108,0.049950016,1130.181818,0,0.036615728,2.75,3108
183,,,22673,0,,8443,0,1.812,,"LINESTRING (89.37258269999997 24.85705559999999, 89.35794440000001 24.8553889, 89.35486109999999 24.8557778, 89.35075000000001 24.8581944, 89.3505954938986 24.85827868065152)",13148,1.826156318,,road,,0,,18655,0,R545,12958,1.812,0,,844322673,1.001791624,1.00201005,1,1.39E-15,0,1.002999075,0,0,35,1,0,0,0,3108,0,1130.181818,0,0,2.75,3108
184,,,22673,0,,12955,0,223.361,,"LINESTRING (89.3505954938986 24.85827868065152, 89.3506111 24.8583333, 89.3515833 24.8636111, 89.3520556 24.8660833, 89.3523611 24.869666, 89.35197220000001 24.8748882, 89.3526944 24.880666, 89.35494440000001 24.883166, 89.3558333 24.8840552, 89.35588890000001 24.8841386, 89.3569167 24.8853052, 89.3601944 24.8889997)",50549,3.706019324,,road,,0,,23167,0,N5,25791,223.361,0,,1295522673,1.003729539,1.004028197,1.004079406,0.004026819,0.263888889,1.019030135,0,0.198741673,36,1.003317689,0.00580333,105674.5563,440272.4611,4853,0.157418608,1021.684211,0,0.006673897,4.75,4853
185,,,28820,0,,5531,0,12.66,,"LINESTRING (91.7722493 22.296583, 91.79252740000001 22.2992219)",4083,0.226,,road,,0,,15730,0,N111,3979,12.434,0,,553128820,1.005085589,1.001004016,1,1.39E-15,0,1.002277324,0,0,22,1,0,0,0,664,0,221.3333333,0,0,3,664
186,2,,150,0,124,274,0,,179,"LINESTRING (89.55276333632298 25.62938035636012, 89.56946479898251 25.59538546461996, 89.59997724302207 25.57108259231018, 89.62156447942654 25.53934810839895, 89.65368738020278 25.51586459794616)",303,17.74116077,,water,Teesta,0,129649032,10077,0,,,,river,,150274,1,1,1.000203771,6.46E-05,0.003968254,1.148143764,0,0.028497409,33,1.000024784,6.09E-05,6725.27848,10030.90796,0,0.002218484,0,0,0.619870966,0,0
187,2,,150,0,123,1299,0,,154,"LINESTRING (89.65368738020278 25.51586459794616, 89.66520776084715 25.47323703258871, 89.65633811794545 25.42745671685746, 89.68325172645098 25.3895508234478, 89.6949858 25.3504622)",822,20.62224293,,water,Brahmaputra,0,232252699,10418,0,,,,river,,1501299,1,1,1.000203771,6.46E-05,0.003968254,1.076364796,0,0.028497409,22,1.000024784,6.09E-05,6725.27848,10030.90796,0,0.002218484,0,0,0,0,0
188,,,22679,0,,8727,0,113.956,,"LINESTRING (88.76019809146241 25.04139387053527, 88.76038890000001 25.0416663, 88.76088890000001 25.0443886, 88.76288890000001 25.0535278, 88.7686382 25.0605278, 88.76905490000002 25.0607778, 88.7758882 25.0667216, 88.7799993 25.0701382, 88.7831382 25.0728604, 88.7903608 25.0789993, 88.7903886 25.0790549, 88.79758299999999 25.0851663, 88.80297220000001 25.089583, 88.8031111 25.0896941, 88.80372220000001 25.0901941, 88.80508329999999 25.0911386, 88.81299999999999 25.0964441, 88.82047159999999 25.1019444, 88.82155490000001 25.1033611, 88.82380490000001 25.1061111, 88.82497159999998 25.1075278, 88.82633270000001 25.1093056, 88.82852709999999 25.1125833, 88.8299438 25.1168882, 88.83013819999999 25.1175271, 88.83336079999999 25.1259993, 88.834333 25.1273049, 88.8346663 25.1277216, 88.8374997 25.1339719, 88.8378608 25.1429997, 88.83955520000001 25.1519167, 88.84352740000001 25.1514444, 88.8439719 25.1514444, 88.8492497 25.1509444, 88.8586667 25.1478886, 88.8589167 25.1476386, 88.8591667 25.1473886, 88.8655833 25.1413052, 88.86833270000001 25.1401386, 88.8744438 25.1374719, 88.8779993 25.1365274, 88.88427740000002 25.1373886, 88.8854441 25.1376108, 88.89366629999999 25.1400552, 88.8938608 25.1401386, 88.8949719 25.1407774, 88.9031389 25.1381663, 88.90413890000001 25.1374719, 88.9062222 25.1363886, 88.91844379999999 25.1282771, 88.9206938 25.1261382, 88.92305490000001 25.1238049, 88.9277493 25.1206382, 88.93055490000002 25.1192216, 88.936083 25.1164444, 88.94047190000001 25.1155, 88.944833 25.1131389, 88.9453886 25.1128611, 88.9464163 25.11275, 88.94652740000001 25.11275, 88.9472219 25.1127222, 88.94813859999999 25.1126389, 88.95205559999999 25.1123611, 88.95402779999999 25.1121944, 88.95958329999999 25.1118056, 88.96211109999999 25.1116111, 88.96413890000001 25.1114167, 88.96786040000001 25.1111944, 88.97372159999999 25.11125, 88.98377740000001 25.1114444, 88.985883770428 25.11143189727627, 88.9884441 25.1114167, 88.98849969999999 25.11075, 88.9889163 25.11, 88.991333 25.1093611, 88.9942497 25.1069722, 88.99583299999999 25.1064167, 88.99624969999999 25.1066111, 88.99697190000001 25.1062222, 89.0000833 25.1057222)",13417,33.54705822,,road,,0,,18936,0,R545,13183,113.956,0,,872722679,1,1,1,1.39E-15,0,1.000100095,0,0,12,1,0,0,0,422,0,153.4545455,0,0.059544192,2.75,422
189,,,22679,0,,8595,0,68.93,,"LINESTRING (88.8466663 24.8655556, 88.84138859999999 24.8668327, 88.83761080000001 24.8676382, 88.83702740000001 24.8677771, 88.8279438 24.8698604, 88.81983270000001 24.8754438, 88.8120278 24.8798327, 88.80563890000001 24.8842497, 88.80538890000001 24.8844441, 88.80425 24.8853886, 88.7963608 24.8906663, 88.7879719 24.8960274, 88.7806938 24.9005, 88.77966600000001 24.9009167, 88.779416 24.9010278, 88.77755490000001 24.9017778, 88.77311040000001 24.9035, 88.77294379999999 24.9035556, 88.77111040000001 24.90425, 88.7709438 24.9043056, 88.76466670000001 24.9061667, 88.7618889 24.9071111, 88.7579167 24.9078056, 88.75749999999999 24.9079167, 88.75324206403974 24.91159737159355, 88.7517222 24.9172493, 88.75102779999999 24.9200827, 88.7491941 24.9289438, 88.7483608 24.9368052, 88.74827740000001 24.938083, 88.74688859999999 24.942833, 88.74688859999999 24.9454163, 88.7468052 24.9466663, 88.74688859999999 24.9520833, 88.7474441 24.9542778, 88.7474441 24.9556667, 88.74747190000001 24.9579444, 88.7472497 24.9646389, 88.74749969999999 24.9725549, 88.74766629999999 24.9736104, 88.7478886 24.9753327, 88.74922190000001 24.9827216, 88.7504167 24.9903608, 88.7505833 24.9914997, 88.75088890000001 24.9936941, 88.7516389 24.9989441, 88.7519167 25.0004167, 88.75222220000001 25.0021389, 88.7529722 25.0069444, 88.75327779999999 25.0093889, 88.7554167 25.0173604, 88.7555833 25.017916, 88.75691670000001 25.0230827, 88.7576389 25.0268882, 88.75788890000001 25.029166, 88.7595556 25.0357774, 88.7601944 25.0413886, 88.76019809146241 25.04139387053527)",13311,25.49623549,,road,,0,,18815,0,R545,13110,67.93,0,,859522679,1.001277665,1.00201005,1,1.39E-15,0,1.008206018,0,0,31,1,0,0,0,422,0,153.4545455,0,0.313031954,2.75,422
190,,,22679,0,,31718,0,38.3,,"LINESTRING (88.76019809146241 25.04139387053527, 88.75158329999999 25.0446108, 88.75125 25.0446663, 88.74816629999999 25.0459163, 88.74694409999999 25.0469719, 88.7461941 25.047583, 88.74511080000001 25.0510833, 88.7437497 25.0529167, 88.740083 25.05625, 88.7384163 25.0574444, 88.7358608 25.0595556, 88.7301382 25.0621944, 88.7299993 25.0623333, 88.72205490000002 25.0676104, 88.7221938 25.0676104, 88.72058270000001 25.0690827, 88.7192771 25.0702493, 88.71541670000001 25.0721938, 88.7143056 25.0726382, 88.70697220000001 25.0756382, 88.7055556 25.0762216, 88.69636079999999 25.0796104, 88.69102740000001 25.0813882, 88.6871663 25.0826938, 88.684833 25.0834997, 88.6816382 25.0851386, 88.677916 25.0860274, 88.67338820000001 25.0873052, 88.6712216 25.0878052, 88.67102709999999 25.0878886, 88.66905490000001 25.0887497, 88.66555560000001 25.0903886, 88.66025000000001 25.093083, 88.6514444 25.0979719, 88.64277740000001 25.1024167, 88.6338052 25.10525, 88.63352740000001 25.1053889, 88.62647159999999 25.1073056, 88.6242493 25.1085, 88.61616670000001 25.1118056, 88.61525 25.1121389, 88.61394440000001 25.1126667, 88.60869440000001 25.1151111, 88.6065 25.1161111, 88.6041944 25.1172493, 88.59805520000001 25.1209438, 88.59713859999999 25.1215827, 88.5919997 25.1246104, 88.589833 25.1257493, 88.5896386 25.1257493, 88.58127709999999 25.1213049, 88.5804438 25.1208049, 88.5782493 25.119666, 88.5767771 25.1192771, 88.57297159999999 25.1179993, 88.571916 25.1176382, 88.57072159999999 25.1172493, 88.56772159999999 25.1162222, 88.56399999999999 25.1150833, 88.56273612142857 25.11477380714285, 88.56263890000001 25.11475, 88.55394440000001 25.1112778, 88.5524444 25.1105, 88.5454441 25.1063889, 88.5436108 25.1053611, 88.53722190000001 25.1018889, 88.53474969999999 25.1008333, 88.5338608 25.098333, 88.5329716 25.0942774, 88.53222159999999 25.0904441, 88.53141600000001 25.0853052, 88.5304438 25.0798327, 88.5307493 25.0766104, 88.5307771 25.0766104, 88.53180490000001 25.0694716, 88.53180490000001 25.0675549, 88.5307493 25.0614444, 88.5301382 25.0585833, 88.53024930000001 25.0534167, 88.5304438 25.0496108, 88.53058270000001 25.0415274, 88.53058270000001 25.0413886, 88.5298327 25.0320827, 88.53005490000001 25.0287216, 88.53019379999999 25.0228049, 88.5282216 25.0174438, 88.5282098591929 25.01741476497069, 88.52716600000001 25.0148333, 88.52647159999999 25.0129722, 88.522166 25.0072222, 88.5221104 25.0071389, 88.5173882 24.9993608, 88.51483329999999 24.995333, 88.5125556 24.9906386, 88.5096667 24.9880274, 88.50761109999999 24.9839441, 88.5061944 24.9753049, 88.5012271535834 24.96841310891579, 88.50088890000001 24.9679438, 88.5000556 24.9671104, 88.49755520000001 24.9624167, 88.4958886 24.9599444, 88.49022190000001 24.9528611, 88.4896663 24.95225, 88.4866663 24.9499441, 88.4851941 24.9444997, 88.48413859999999 24.9416108, 88.4824716 24.9381663, 88.48211040000001 24.936083, 88.4820271 24.9355552, 88.47908270000001 24.9275271, 88.4771938 24.9211938, 88.4763604 24.9212216, 88.475666 24.9192216, 88.4750827 24.9173882, 88.4727771 24.9120833, 88.4728882 24.9107222, 88.47186040000001 24.9073889, 88.46933270000001 24.9023889, 88.4661389 24.8978608, 88.4639722 24.8948052, 88.4639444 24.8950552, 88.45886109999999 24.888083, 88.45844440000001 24.8875552, 88.4554167 24.8824438, 88.45388890000001 24.8795827, 88.45022220000001 24.8733882, 88.4489719 24.8711382, 88.44591629999999 24.8639722, 88.4453608 24.8640833, 88.44491629999999 24.8631111, 88.4438052 24.8595, 88.4379441 24.8597222, 88.4321382 24.8586111, 88.43030490000001 24.8582778, 88.4284716 24.8577222, 88.4267771 24.8565833, 88.4242216 24.8553611, 88.4194993 24.8535833, 88.41286109999999 24.8505556, 88.4106944 24.8497219, 88.4085833 24.8492774, 88.4019722 24.8457219, 88.3929997 24.8419163, 88.38333299999999 24.8394997, 88.37830490000002 24.8394997, 88.3736382 24.8381663, 88.36461109999999 24.8341941, 88.3617222 24.8330271, 88.3556944 24.8307493, 88.35122220000001 24.8291938, 88.34611080000001 24.827416, 88.3415552 24.8253049, 88.33666629999999 24.8240827, 88.33358299999999 24.8239438, 88.33138819999999 24.823916)",13131,67.71652231,,road,,0,,18602,0,R547,12799,38.3,0,,2267931718,1,1,1,1.39E-15,0,0.994560962,0,0,15,1,0,0,0,777,0,345.3333333,0,0.011103229,2.25,777
191,,,20632,0,,16449,0,190.118,,"LINESTRING (91.63124930000001 24.6134167, 91.6347774 24.6134722, 91.6353608 24.6134722, 91.63574969999999 24.6134722, 91.64419409999999 24.6128611, 91.64433299999999 24.6128889, 91.64524969999999 24.6130556, 91.6514167 24.6143611, 91.65475000000001 24.6153333, 91.66 24.6169438, 91.66025000000001 24.6170549, 91.66316670000001 24.6195827, 91.67027709999999 24.6238604, 91.67038820000001 24.623916, 91.6713882 24.6242493, 91.67386040000001 24.625166, 91.67749930000001 24.6264993)",45658,5.122,,road,,0,,30847,0,N2,46046,190.118,0,,1644920632,1.003292971,1.005040323,1.001611186,0.001421524,0.018353175,1.091054381,0,0.024056255,5,1.000813638,0.001830284,221502.926,257683.9901,1494,0.016294859,459.6923077,0,0,3.25,1494
192,,,20632,0,,15394,0,215.472,,"LINESTRING (91.67749930000001 24.6264993, 91.6784993 24.6290271, 91.6791382 24.6293604, 91.6815271 24.6305549, 91.6854163 24.6351386, 91.69055520000001 24.6417497, 91.69088859999999 24.6422219, 91.6919997 24.6432219, 91.6983608 24.6489441, 91.6984997 24.6491386, 91.6986941 24.6494441, 91.7055833 24.65525, 91.70777779999999 24.6571944, 91.71122220000001 24.6625, 91.71163890000001 24.6634444, 91.7119167 24.664, 91.71513890000001 24.6707771, 91.7153611 24.6712216, 91.71541670000001 24.6713604, 91.72105490000001 24.677666, 91.721166 24.6777771, 91.7229993 24.6801104, 91.72311040000001 24.6803049, 91.72377709999999 24.6828604, 91.72430490000001 24.6861386, 91.72436040000001 24.6864441, 91.72438819999999 24.6866386, 91.7246938 24.6887774, 91.7259438 24.6940552, 91.72622159999999 24.6948608, 91.72705490000001 24.6971663, 91.7297493 24.7032222, 91.72986040000001 24.7033333, 91.73738859999999 24.7093889, 91.7382497 24.7098056, 91.7448886 24.7148889, 91.75156163658535 24.72144762804879, 91.7530556 24.722916, 91.75688890000001 24.7260827, 91.75913890000001 24.7273327, 91.7615 24.7284993, 91.76694379999999 24.7322493, 91.76711040000001 24.7323882, 91.77022159999999 24.7350274, 91.774416 24.7385552, 91.7768327 24.7436663, 91.77849930000001 24.7465552, 91.7795271 24.7486386, 91.78133270000001 24.7522778, 91.7823604 24.7548333, 91.7838886 24.7605, 91.78366629999999 24.7636111, 91.78328384619469 24.76615941575221, 91.782916 24.7686104, 91.7829716 24.7726104, 91.783833 24.7783327, 91.78430520000001 24.7815271, 91.7849719 24.7847219, 91.78763859999999 24.7890552, 91.7880552 24.7895274, 91.7891108 24.7915274, 91.78952740000001 24.7961386, 91.78963859999999 24.7970274, 91.7906663 24.8055, 91.7911663 24.8072222, 91.79127740000001 24.8075833, 91.79202740000001 24.8107222, 91.7924163 24.8118056, 91.7953052 24.8150278, 91.8029444 24.820666, 91.8113333 24.8254438, 91.81299999999999 24.8267216, 91.81827709999999 24.831666, 91.8202771 24.8361941, 91.82033270000001 24.8363052, 91.82169379999999 24.8401663, 91.82172159999999 24.8402774, 91.8254438 24.8482774, 91.82552709999999 24.8484997, 91.82961040000001 24.8515556, 91.83263820000001 24.8545278, 91.8384719 24.8584167, 91.84083299999999 24.8590833, 91.84124969999999 24.85925, 91.84605520000001 24.86075)",45695,33.152,,road,,0,,20094,0,N2,46078,215.472,0,,1539420632,1.001161869,1.00201005,1.001779242,0.001672469,0.021329365,1.071891335,0,0.018504811,31,1.000910818,0.002095808,244879.7233,291181.6195,1494,0.018408806,459.6923077,0,0,3.25,1494
